# Plate,T3,Quality,POOR,FWHM_MAX,25
# IS_median_FWHM,949.0,Samp_median_FWHM,7.0,IS_per_well,9.0
Well,N_Peaks,MF,Status,Scans,Norm_Areas
B09,4,0.4523,het (4 peaks),2168;2223;2384;2496,5.04;5.35;6.39;5.61
B10,4,0.4291,het (4 peaks),2156;2217;2401;2512,7.18;6.20;9.08;7.04
B11,4,0.4978,het (4 peaks),2210;2285;2481;2587,10.66;12.30;12.96;11.28
B12,3,0.6155,low MF (3 peaks),2597;2613;2623,23.78;23.54;29.56
C01,4,0.4490,het (4 peaks),2166;2219;2398;2512,11.39;8.81;12.45;10.59
C02,2,0.4164,het-like (2 peaks),2268;2282,24.61;17.56
C03,4,0.4472,het (4 peaks),2185;2250;2429;2541,9.95;9.86;13.85;10.68
C04,2,0.4896,het-like (2 peaks),2257;2268,20.85;20.00
C05,1,0.0000,homozygous (1 peak),2283,28.48
C06,1,0.0000,homozygous (1 peak),2267,31.36
C07,4,0.4617,het (4 peaks),2203;2272;2449;2556,10.65;10.63;15.08;11.34
C08,4,0.4964,het (4 peaks),2212;2275;2455;2566,10.38;10.58;12.66;10.44
C09,2,0.4853,het-like (2 peaks),2269;2280,11.87;11.19
C10,2,0.4849,het-like (2 peaks),2248;2259,12.25;13.01
C11,1,0.0000,homozygous (1 peak),2237,36.75
C12,4,0.4477,het (4 peaks),2234;2302;2502;2623,9.45;11.63;16.98;10.97
D01,1,0.0000,homozygous (1 peak),2253,30.04
D02,1,0.0000,homozygous (1 peak),2262,31.12
D03,1,0.0000,homozygous (1 peak),2286,35.27
D04,2,0.4732,het-like (2 peaks),2289;2303,27.64;24.83
D05,4,0.4925,het (4 peaks),2231;2292;2461;2576,9.48;10.36;10.96;9.29
D06,1,0.0000,homozygous (1 peak),2384,31.50
D07,2,0.4484,het-like (2 peaks),2280;2292,23.68;19.25
D08,2,0.4584,het-like (2 peaks),2265;2276,21.54;25.46
D09,4,0.4674,het (4 peaks),2306;2370;2557;2694,8.47;8.63;9.96;8.64
D10,2,0.4073,het-like (2 peaks),2233;2248,17.57;12.07
D11,13,0.4983,het (13 peaks),2023;2066;2111;2154;2198;2247;2294;2354;2635;2688;2737;2794;2844,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
D12,4,0.4030,het (4 peaks),2258;2328;2536;2658,10.73;9.78;19.85;10.85
E01,2,0.4317,het-like (2 peaks),2340;2359,22.96;30.23
E02,2,0.4724,het-like (2 peaks),2266;2277,22.35;20.01
E03,2,0.4402,het-like (2 peaks),2265;2277,23.74;18.66
E04,2,0.4940,het-like (2 peaks),2241;2252,22.28;22.81
E05,4,0.4627,het (4 peaks),2314;2382;2572;2693,9.98;9.48;13.38;10.14
E06,4,0.4616,het (4 peaks),2199;2268;2452;2562,9.07;9.68;11.99;9.58
E07,1,0.0000,homozygous (1 peak),2265,34.11
E08,4,0.4886,het (4 peaks),2189;2256;2434;2549,9.64;11.69;12.46;9.62
E09,2,0.4933,het-like (2 peaks),2237;2249,14.63;14.24
E10,2,0.3318,het-like (2 peaks),2155;2179,12.68;25.53
E11,4,0.4697,het (4 peaks),2211;2284;2476;2588,10.85;9.71;14.11;10.88
E12,2,0.4925,het-like (2 peaks),2307;2317,21.96;21.31
F01,4,0.4630,het (4 peaks),2197;2256;2446;2564,6.22;5.37;7.46;5.87
F02,1,0.0000,homozygous (1 peak),2256,28.10
F03,4,0.4574,het (4 peaks),2220;2294;2482;2590,8.92;9.99;12.70;10.36
F04,1,0.0000,homozygous (1 peak),2309,38.28
F05,3,0.5951,low MF (3 peaks),2218;2455;2567,7.89;11.71;8.98
F06,4,0.4784,het (4 peaks),2289;2358;2554;2673,10.78;9.41;11.63;8.64
F07,1,0.0000,homozygous (1 peak),2288,29.22
F08,2,0.4977,het-like (2 peaks),2263;2273,22.65;22.45
F09,2,0.4733,het-like (2 peaks),2258;2269,14.01;12.59
F10,4,0.4760,het (4 peaks),2200;2266;2452;2569,6.71;5.06;5.63;4.62
F11,4,0.4580,het (4 peaks),2261;2332;2529;2648,12.32;8.69;15.73;10.32
F12,2,0.4099,het-like (2 peaks),2275;2296,61.82;42.95
G01,1,0.0000,homozygous (1 peak),2296,29.60
G02,1,0.0000,homozygous (1 peak),2383,29.50
G03,2,0.3790,het-like (2 peaks),2323;2338,11.67;19.13
G04,4,0.4974,het (4 peaks),2202;2280;2459;2560,9.83;11.21;11.30;10.32
G05,1,0.0000,homozygous (1 peak),2303,31.78
G06,4,0.4649,het (4 peaks),2195;2260;2441;2549,8.64;8.45;10.77;8.59
G07,4,0.4776,het (4 peaks),2208;2284;2463;2567,8.13;10.72;12.39;9.65
G08,4,0.4546,het (4 peaks),2192;2259;2442;2556,9.33;9.94;12.67;9.96
G09,1,0.0000,homozygous (1 peak),2338,2.20
G10,4,0.4655,het (4 peaks),2226;2292;2478;2597,3.46;4.38;4.98;4.23
G11,1,0.0000,homozygous (1 peak),2332,31.75
G12,3,0.6388,low MF (3 peaks),2346;2542;2685,8.44;9.45;9.82
H01,4,0.4509,het (4 peaks),2209;2269;2456;2570,7.95;8.64;11.72;8.28
H02,4,0.4624,het (4 peaks),2261;2325;2510;2623,7.32;7.06;7.01;5.18
H03,4,0.4821,het (4 peaks),2221;2293;2476;2581,8.38;9.46;8.91;7.56
H04,4,0.4695,het (4 peaks),2272;2353;2548;2650,8.88;8.80;8.54;7.92
H05,1,0.0000,homozygous (1 peak),2282,15.43
H06,1,0.0000,homozygous (1 peak),2000,22.23
H07,2,0.4427,het-like (2 peaks),2273;2285,23.12;18.37
H08,2,0.4352,het-like (2 peaks),2431;2539,11.61;9.08
H09,4,0.4769,het (4 peaks),2180;2244;2420;2529,7.99;7.38;9.31;6.91
H10,2,0.4933,het-like (2 peaks),2228;2239,14.92;14.52
H11,4,0.4351,het (4 peaks),2233;2300;2489;2603,9.66;13.46;20.16;10.77
H12,3,0.6123,low MF (3 peaks),2253;2273;2284,12.67;17.20;16.66
